,id,genero,casado,edad,graduado,profesion,exp_laboral,nivel_gasto,tamanno_familia,anno_nacimiento,generacion,ingresos_anuales,provincia,encuentro_digital,gasto_medio_mensual_cuota,abandono,dias_como_cliente,camp_anno
293,CLI295,1,0,29,0,4,0,0,4,1995,3,26208,48,11.325,30,1,276,0.0
294,CLI296,0,0,34,0,7,1,0,2,1990,3,24267,18,0.686,30,1,183,0.0
295,CLI297,1,1,43,1,2,2,2,3,1981,3,84366,1,1.606,30,0,199,0.0
296,CLI298,0,1,47,0,4,2,0,3,1977,1,102063,26,15.215,30,0,39,0.0
297,CLI299,1,1,28,0,5,0,0,2,1996,3,24575,3,1.374,30,0,83,0.0
298,CLI300,1,1,44,1,0,2,2,3,1980,1,74758,28,1.054,30,0,170,0.0
299,CLI301,0,1,44,1,7,2,1,2,1980,1,111342,44,1.514,50,0,347,0.5
300,CLI302,1,1,69,1,7,2,1,3,1955,1,115079,32,0.837,80,1,234,0.0
301,CLI303,0,1,30,1,3,0,0,2,1994,3,30022,47,1.077,30,0,274,0.0
302,CLI304,1,0,30,1,3,0,0,3,1994,3,29916,18,1.951,30,0,470,3.0
303,CLI305,0,0,21,0,3,0,0,2,2003,2,15567,5,1.995,30,0,254,0.0
304,CLI306,0,1,95,1,8,2,2,2,1929,0,37113,17,0.681,50,0,463,3.0
305,CLI307,1,1,45,1,6,2,2,2,1979,1,82698,36,1.813,50,0,380,1.0
306,CLI308,0,1,30,1,0,0,1,2,1994,3,21265,29,1.169,30,0,500,0.0
307,CLI309,0,1,77,0,5,2,1,2,1947,1,34240,14,0.915,30,1,136,0.0
308,CLI310,0,1,58,0,4,2,1,4,1966,1,33034,36,0.681,30,0,464,3.0
309,CLI311,0,1,54,0,4,2,1,4,1970,1,78303,3,1.482,30,0,67,0.0
310,CLI312,1,1,61,0,2,2,0,1,1963,1,27311,17,1.385,30,0,323,0.5
311,CLI313,0,1,63,1,4,2,1,4,1961,1,107558,33,0.72,80,1,241,0.0
312,CLI314,1,1,91,0,8,2,0,1,1933,0,33200,31,15.215,30,1,276,0.0
313,CLI315,1,1,47,0,2,2,2,4,1977,1,124965,32,1.6,200,0,210,0.0
314,CLI316,1,1,40,0,5,1,0,3,1984,3,30372,13,0.801,30,0,289,0.0
315,CLI317,1,1,81,1,8,2,0,2,1943,0,67552,33,0.955,50,1,324,0.5
316,CLI318,0,0,33,0,1,1,0,4,1991,3,20283,17,1.399,30,1,356,0.5
317,CLI319,0,0,41,1,0,1,0,2,1983,3,42918,31,1.054,50,0,428,3.0
318,CLI320,0,0,24,0,6,0,0,1,2000,2,17004,43,1.65,30,1,376,3.0
319,CLI321,1,0,21,0,3,0,0,4,2003,2,22373,12,1.685,30,1,314,0.5
320,CLI322,1,1,77,1,4,2,2,2,1947,1,79612,21,1.033,50,0,67,0.0
321,CLI323,1,1,98,1,8,2,0,1,1926,0,32117,30,0.661,30,0,40,0.0
322,CLI324,1,0,20,0,3,0,0,4,2004,2,19878,49,2.306,30,0,176,0.0
323,CLI325,1,0,28,1,5,0,0,1,1996,3,25900,21,1.512,30,1,212,0.0
324,CLI326,0,0,50,1,0,2,0,1,1974,1,102534,42,1.502,50,0,256,0.0
325,CLI327,0,0,39,1,0,1,0,1,1985,3,18453,30,0.686,30,0,355,0.5
326,CLI328,0,1,41,0,4,1,0,1,1983,3,46573,34,1.905,30,0,116,0.0
327,CLI329,0,1,43,0,4,2,1,2,1981,3,114028,42,1.491,120,0,555,4.0
328,CLI330,0,0,35,1,3,1,0,5,1989,3,20138,18,1.997,30,1,182,0.0
329,CLI331,0,1,68,1,0,2,1,3,1956,1,61611,38,1.502,80,0,78,0.0
330,CLI332,0,1,64,1,4,2,1,4,1960,1,37050,6,1.541,30,1,196,0.0
331,CLI333,0,0,35,0,4,1,0,4,1989,3,19290,47,2.066,30,1,225,0.0
332,CLI334,1,0,28,0,3,0,0,5,1996,3,27767,16,1.857,30,0,111,0.0
333,CLI335,0,1,62,1,0,2,1,4,1962,1,108609,12,1.561,80,0,211,0.0
334,CLI336,0,0,40,1,7,1,0,2,1984,3,66164,24,1.422,50,0,190,0.0
335,CLI337,0,0,33,0,3,1,0,3,1991,3,18858,41,1.905,30,0,86,0.0
336,CLI338,1,0,21,0,3,0,0,5,2003,2,21250,25,1.547,30,0,486,3.0
337,CLI339,1,0,30,1,3,0,0,2,1994,3,28178,48,0.985,30,0,103,0.0
338,CLI340,0,0,42,1,5,2,0,1,1982,3,49370,44,2.02,50,1,100,0.0
339,CLI341,1,1,51,1,0,2,1,2,1973,1,29539,39,1.013,30,1,314,0.5
340,CLI342,1,0,32,1,0,1,0,1,1992,3,26497,28,0.824,30,0,412,3.0
341,CLI343,1,1,56,0,7,2,1,4,1968,1,37594,7,1.678,30,0,147,0.0
342,CLI344,1,1,61,0,0,2,0,1,1963,1,21809,47,0.622,30,1,218,0.0
343,CLI345,0,1,76,1,4,2,0,1,1948,1,79990,39,1.033,50,0,335,0.5
344,CLI346,0,0,29,0,3,0,0,8,1995,3,23466,43,2.306,30,1,340,0.5
345,CLI347,0,1,91,1,8,2,0,3,1933,0,103546,15,0.857,80,1,220,0.0
346,CLI348,0,0,43,1,3,2,0,1,1981,3,33027,3,0.87,30,0,110,0.0
347,CLI349,1,1,39,1,0,1,0,1,1985,3,29435,43,0.801,30,0,97,0.0
348,CLI350,1,1,21,0,6,0,2,5,2003,2,14959,21,1.236,30,0,449,3.0
349,CLI351,0,1,66,1,0,2,2,4,1958,1,80361,15,0.896,80,1,237,0.0
350,CLI352,1,1,39,1,0,1,1,4,1985,3,26201,29,1.238,30,0,588,4.0
351,CLI353,0,0,58,1,4,2,0,1,1966,1,64449,40,0.779,50,0,171,0.0
352,CLI354,0,1,95,0,8,2,0,1,1929,0,44807,34,1.756,30,0,151,0.0
353,CLI355,0,0,32,0,3,1,0,3,1992,3,31755,10,1.836,30,1,136,0.0
354,CLI356,0,0,29,0,5,0,0,1,1995,3,22925,2,2.444,30,0,56,0.0
355,CLI357,1,0,40,1,4,1,0,1,1984,3,126948,2,1.353,50,1,150,0.0
356,CLI358,0,0,24,0,1,0,0,4,2000,2,14795,32,1.788,30,1,227,0.0
357,CLI359,1,0,21,0,6,0,0,5,2003,2,22750,20,1.754,30,0,151,0.0
358,CLI360,0,1,22,1,8,0,1,3,2002,2,12854,16,2.271,30,0,133,0.0
359,CLI361,1,0,47,1,3,2,0,3,1977,1,88578,8,1.639,80,0,73,0.0
360,CLI362,0,0,46,1,0,2,0,3,1978,1,46621,45,1.443,30,0,255,0.0
361,CLI363,1,0,47,1,7,2,0,2,1977,1,94822,15,1.482,50,0,498,1.0
362,CLI364,0,1,55,1,4,2,2,3,1969,1,79899,45,1.756,80,1,138,0.0
363,CLI365,1,0,28,1,7,0,0,2,1996,3,20884,42,2.823,30,0,568,4.0
364,CLI366,1,1,67,0,0,2,2,2,1957,1,29880,24,1.541,30,0,390,3.0
365,CLI367,0,1,31,1,3,0,1,2,1993,3,30351,38,1.307,30,1,198,0.0
366,CLI368,1,0,42,1,0,2,0,1,1982,3,63425,11,1.468,50,0,541,1.0
367,CLI369,1,0,28,0,2,0,0,3,1996,3,24078,23,12.705,30,0,145,0.0
368,CLI370,0,0,20,0,3,0,0,5,2004,2,14074,18,3.03,30,0,118,0.0
369,CLI371,1,1,47,1,7,2,1,5,1977,1,127659,46,0.837,200,0,134,0.0
370,CLI372,0,0,30,1,0,0,0,1,1994,3,31960,4,1.031,30,0,207,0.0
371,CLI373,0,0,66,1,7,2,0,2,1958,1,120691,28,1.658,50,0,358,0.5
372,CLI374,1,1,83,1,8,2,0,1,1941,0,38201,26,1.6,50,0,329,0.5
373,CLI375,0,0,34,0,5,1,0,4,1990,3,19790,34,1.491,30,0,504,4.0
374,CLI376,1,0,25,0,5,0,0,4,1999,2,19630,13,0.995,30,1,132,0.0
375,CLI377,1,0,40,1,0,1,0,1,1984,3,41003,20,0.824,50,0,45,0.0
376,CLI378,1,0,33,0,5,1,0,1,1991,3,18748,13,0.893,30,1,177,0.0
377,CLI379,1,1,62,0,0,2,1,2,1962,1,89101,46,0.818,120,0,348,0.5
378,CLI380,0,1,57,1,0,2,0,2,1967,1,67677,33,1.267,50,1,301,0.5
379,CLI381,1,1,43,1,7,2,0,1,1981,3,103658,38,0.962,50,0,32,0.0
380,CLI382,0,0,39,0,0,1,0,1,1985,3,30379,6,1.882,30,0,198,0.0
381,CLI383,1,1,36,0,4,1,1,2,1988,3,25600,1,1.008,30,0,271,0.0
382,CLI384,0,0,28,1,0,0,0,6,1996,3,28014,28,2.202,30,1,274,0.0
383,CLI385,0,1,30,1,0,0,1,2,1994,3,26804,40,0.663,30,1,393,3.0
384,CLI386,1,1,39,1,0,1,2,3,1985,3,30079,28,1.376,30,0,60,0.0
385,CLI387,0,1,45,1,0,2,1,2,1979,1,127853,22,1.215,50,1,155,0.0
386,CLI388,0,1,54,1,0,2,1,3,1970,1,91418,6,15.215,80,1,368,3.0
387,CLI389,0,1,51,0,0,2,1,2,1973,1,58505,26,0.622,30,0,143,0.0
388,CLI390,0,0,34,0,3,1,0,2,1990,3,21815,23,2.02,30,0,155,0.0
389,CLI391,1,0,54,1,5,2,0,1,1970,1,121883,31,1.052,50,1,237,0.0
390,CLI392,0,0,29,1,0,0,0,1,1995,3,26554,33,2.582,30,0,405,3.0
391,CLI393,1,1,47,1,5,2,2,2,1977,1,49063,42,11.305,50,1,370,3.0
392,CLI394,0,1,33,1,0,1,0,4,1991,3,22790,2,1.721,30,1,316,0.5
393,CLI395,0,1,77,1,0,2,1,4,1947,1,98977,25,0.994,80,0,521,4.0
394,CLI396,0,0,31,1,0,0,0,1,1993,3,27627,5,0.962,30,0,195,0.0
395,CLI397,0,1,98,0,8,2,2,1,1926,0,66627,10,1.267,30,1,392,3.0
396,CLI398,0,1,46,0,1,2,2,4,1978,1,93705,47,1.248,30,0,273,0.0
397,CLI399,0,1,41,1,7,1,1,3,1983,3,94044,48,1.215,30,1,222,0.0
398,CLI400,1,1,32,0,2,1,1,3,1992,3,22882,24,1.491,30,0,306,0.5
399,CLI401,0,1,75,1,0,2,2,2,1949,1,60671,10,0.798,50,1,197,0.0
400,CLI402,0,0,28,0,4,0,0,1,1996,3,20804,14,14.085,30,1,235,0.0
401,CLI403,1,0,32,0,3,1,0,1,1992,3,26703,40,1.399,30,0,440,3.0
402,CLI404,0,1,53,1,5,2,0,2,1971,1,117718,19,1.189,50,0,546,4.0
403,CLI405,0,1,56,1,5,2,1,3,1968,1,37893,32,1.717,30,1,314,0.5
404,CLI406,0,1,44,1,4,2,2,5,1980,1,31950,34,1.399,30,0,134,0.0
405,CLI407,1,1,52,1,0,2,1,6,1972,1,115273,26,0.837,30,1,155,0.0
406,CLI408,1,1,43,1,2,2,2,3,1981,3,94572,35,1.606,30,0,175,0.0
407,CLI409,1,1,39,1,2,1,1,4,1985,3,19488,31,1.284,30,0,151,0.0
408,CLI410,0,0,21,0,3,0,0,3,2003,2,13058,44,1.374,30,0,429,3.0
409,CLI411,0,0,23,0,3,0,0,1,2001,2,22851,49,14.085,30,0,600,4.0
410,CLI412,1,1,51,1,7,2,1,3,1973,1,120010,20,1.404,80,0,521,4.0
411,CLI413,1,1,95,1,8,2,0,1,1929,0,127275,27,1.737,50,0,495,1.0
412,CLI414,1,1,73,1,0,2,2,2,1951,1,32384,16,1.482,30,1,242,0.0
413,CLI415,1,0,46,0,6,2,0,5,1978,1,22725,20,0.974,30,0,253,0.0
414,CLI416,0,1,80,1,8,2,2,2,1944,0,124259,41,1.17,50,0,450,3.0
415,CLI417,1,1,79,0,4,2,0,1,1945,0,125455,15,1.365,120,0,486,3.0
416,CLI418,1,1,58,1,0,2,0,3,1966,1,36290,10,0.935,30,0,600,4.0
417,CLI419,0,1,43,1,0,2,1,2,1981,3,81576,40,1.468,50,0,51,0.0
418,CLI420,0,0,30,0,1,0,0,1,1994,3,22706,41,1.859,30,0,81,0.0
419,CLI421,1,1,69,0,7,2,1,1,1955,1,73552,24,1.052,30,0,326,0.5
420,CLI422,0,0,25,0,3,0,0,3,1999,2,19442,39,3.065,30,0,508,4.0
421,CLI423,0,0,33,1,7,1,0,4,1991,3,29490,4,1.79,30,1,267,0.0
422,CLI424,0,1,43,1,0,2,1,2,1981,3,75608,46,1.422,50,0,324,0.5
423,CLI425,1,1,29,1,0,0,1,3,1995,3,20364,19,2.271,30,0,508,4.0
424,CLI426,0,1,55,1,7,2,0,3,1969,1,120220,45,1.697,80,0,291,0.0
425,CLI427,0,1,50,1,0,2,1,2,1974,1,31139,9,1.678,30,0,281,0.0
426,CLI428,0,0,68,0,7,2,0,1,1956,1,91194,20,1.111,120,1,161,0.0
427,CLI429,0,0,30,1,5,0,0,3,1994,3,23421,27,1.629,30,1,278,0.0
428,CLI430,1,1,63,1,7,2,0,1,1961,1,121886,3,1.482,50,0,145,0.0
429,CLI431,0,1,33,0,4,1,1,7,1991,3,22215,38,1.33,30,0,397,3.0
430,CLI432,1,0,35,0,3,1,0,4,1989,3,21518,5,1.79,30,0,540,4.0
431,CLI433,1,0,20,1,2,0,0,5,2004,2,17630,25,2.754,30,0,465,3.0
432,CLI434,1,0,52,0,0,2,0,3,1972,1,22173,10,0.935,30,0,111,0.0
433,CLI435,0,0,35,1,0,1,0,4,1989,3,23241,7,1.077,30,0,555,4.0
434,CLI436,0,1,35,0,4,1,0,3,1989,3,31172,27,1.307,30,0,466,3.0
435,CLI437,1,1,74,1,5,2,1,4,1950,1,76151,20,1.228,80,0,468,3.0
436,CLI438,0,1,85,1,8,2,2,2,1939,0,126168,2,1.658,50,0,325,0.5
437,CLI439,1,1,87,0,8,2,1,2,1937,0,99976,1,1.619,120,0,599,4.0
438,CLI440,1,0,34,0,7,1,0,1,1990,3,20764,39,1.537,30,0,489,3.0
439,CLI441,1,1,46,1,0,2,0,3,1978,1,27449,23,1.658,30,1,322,0.5
440,CLI442,0,0,20,0,8,0,0,6,2004,2,20495,11,2.823,30,0,471,3.0
441,CLI443,1,1,55,1,0,2,1,4,1969,1,29295,26,1.111,30,1,194,0.0
442,CLI444,1,1,78,1,0,2,1,5,1946,1,43261,37,1.17,30,0,198,0.0
443,CLI445,0,1,79,0,8,2,0,3,1945,0,24569,2,1.678,30,0,299,0.0
444,CLI446,1,1,52,1,0,2,0,3,1972,1,36616,8,0.974,30,1,349,0.5
445,CLI447,1,1,50,1,0,2,1,2,1974,1,36771,43,0.955,50,0,216,0.0
446,CLI448,0,0,44,0,4,2,0,5,1980,1,102801,25,1.123,30,1,235,0.0
447,CLI449,0,0,40,1,4,1,0,1,1984,3,34665,43,1.307,30,1,189,0.0
448,CLI450,0,0,46,1,0,2,0,1,1978,1,63045,49,0.779,50,0,289,0.0
449,CLI451,1,0,33,0,3,1,0,4,1991,3,20360,0,0.985,30,1,160,0.0
450,CLI452,0,0,32,1,3,1,0,4,1992,3,27906,28,0.916,30,1,236,0.0
451,CLI453,1,0,31,1,4,0,0,5,1993,3,22200,29,2.066,30,0,87,0.0
452,CLI454,1,1,24,0,3,0,0,2,2000,2,13250,17,1.547,30,0,111,0.0
453,CLI455,1,1,94,0,8,2,0,1,1930,0,87619,20,1.248,120,1,124,0.0
454,CLI456,0,1,44,1,0,2,1,2,1980,1,53091,44,1.169,50,0,480,3.0
455,CLI457,0,1,57,1,0,2,1,2,1967,1,53769,15,1.697,50,0,382,3.0
456,CLI458,1,1,52,1,0,2,0,1,1972,1,82303,35,1.326,50,0,402,1.0
457,CLI459,1,0,29,0,0,0,0,6,1995,3,25764,33,1.374,30,0,301,0.5
458,CLI460,0,0,61,1,6,2,0,1,1963,1,107371,32,0.955,50,1,152,0.0
459,CLI461,0,0,22,0,5,0,0,4,2002,2,16536,14,2.961,30,1,151,0.0
460,CLI462,0,1,96,1,8,2,2,2,1928,0,117837,33,1.326,50,0,192,0.0
461,CLI463,1,0,31,0,3,0,0,2,1993,3,18208,19,1.077,30,0,64,0.0
462,CLI464,1,0,42,0,0,2,0,2,1982,3,42889,45,1.261,30,1,293,0.0
463,CLI465,1,1,46,0,7,2,0,2,1978,1,60864,1,1.639,30,1,107,0.0
464,CLI466,1,1,46,0,6,2,2,6,1978,1,101456,49,1.717,30,0,457,3.0
465,CLI467,0,0,32,0,4,1,0,4,1992,3,24236,23,1.422,30,0,593,4.0
466,CLI468,1,0,35,1,5,1,0,4,1989,3,29593,8,1.353,30,0,509,4.0
467,CLI469,1,1,42,0,2,2,2,5,1982,3,29313,14,1.652,30,0,332,0.5
468,CLI470,0,1,65,0,0,2,2,2,1959,1,114614,16,1.639,120,0,265,0.0
469,CLI471,1,0,24,0,3,0,0,2,2000,2,16514,14,2.823,30,0,451,3.0
470,CLI472,0,0,29,0,1,0,0,1,1995,3,27361,30,1.788,30,0,91,0.0
471,CLI473,0,1,86,1,0,2,2,2,1938,0,100443,40,1.189,50,0,479,3.0
472,CLI474,0,0,35,1,3,1,0,3,1989,3,31084,38,1.353,30,0,592,4.0
473,CLI475,1,1,41,1,0,1,1,4,1983,3,36904,48,1.353,30,0,473,3.0
474,CLI476,1,1,41,1,3,1,2,4,1983,3,37904,30,0.686,30,0,85,0.0
475,CLI477,1,0,74,0,8,2,0,2,1950,1,42732,18,1.287,30,0,294,0.0
476,CLI478,1,1,52,0,0,2,2,4,1972,1,120328,12,1.248,200,0,555,4.0
477,CLI479,0,1,75,1,8,2,2,2,1949,1,119699,12,1.385,50,1,381,3.0
478,CLI480,1,0,33,1,3,1,0,5,1991,3,24564,15,1.169,30,0,337,0.5
479,CLI481,0,1,53,1,7,2,0,1,1971,1,26593,45,0.779,30,0,575,4.0
480,CLI482,0,0,47,1,0,2,0,1,1977,1,91724,35,1.091,50,1,145,0.0
481,CLI483,1,1,36,1,3,1,0,2,1988,3,18653,48,0.732,30,1,100,0.0
482,CLI484,1,1,34,0,3,1,1,5,1990,3,19709,16,1.698,30,0,187,0.0
483,CLI485,1,1,35,1,3,1,0,2,1989,3,23215,19,0.824,30,0,513,4.0
484,CLI486,0,0,23,0,3,0,0,4,2001,2,17793,20,12.015,30,1,363,0.5
485,CLI487,0,0,32,0,1,1,0,4,1992,3,24844,29,1.721,30,0,321,0.5
486,CLI488,0,1,39,1,0,1,0,2,1985,3,23359,14,0.663,30,0,48,0.0
487,CLI489,1,1,51,0,0,2,0,3,1973,1,102512,23,1.561,30,1,297,0.0
488,CLI490,0,1,42,1,0,2,2,2,1982,3,50875,23,1.537,50,1,287,0.0
489,CLI491,0,0,35,1,3,1,0,3,1989,3,31700,40,1.491,30,0,492,3.0
490,CLI492,0,0,31,1,0,0,0,7,1993,3,23122,32,0.847,30,1,358,0.5
491,CLI493,0,1,75,1,8,2,0,1,1949,1,112345,29,0.974,50,0,502,4.0
492,CLI494,0,1,50,1,0,2,0,1,1974,1,61925,22,1.58,50,0,458,1.0
493,CLI495,1,1,64,1,0,2,1,3,1960,1,33639,32,0.798,30,0,228,0.0
494,CLI496,1,0,31,0,7,0,0,2,1993,3,25391,17,0.709,30,0,107,0.0
495,CLI497,0,0,35,0,3,1,0,3,1989,3,30346,43,2.066,30,0,50,0.0
496,CLI498,1,0,33,1,5,1,0,1,1991,3,24766,13,1.169,30,0,505,4.0
497,CLI499,0,1,46,0,1,2,1,4,1978,1,120002,2,0.779,200,0,326,0.5
498,CLI500,1,0,24,0,8,0,0,6,2000,2,16393,49,2.927,30,0,104,0.0
499,CLI501,1,0,45,1,0,2,0,3,1979,1,70725,39,1.261,30,0,496,1.0
500,CLI502,0,0,20,0,3,0,0,4,2004,2,21815,24,1.581,30,1,339,0.5
501,CLI503,0,1,32,1,3,1,0,3,1992,3,18450,23,1.629,30,0,267,0.0
502,CLI504,0,0,36,1,3,1,0,3,1988,3,21532,28,1.215,30,1,182,0.0
503,CLI505,1,0,52,0,0,2,0,1,1972,1,108358,18,1.365,120,1,276,0.0
504,CLI506,0,1,63,1,5,2,0,2,1961,1,116106,35,1.072,50,0,515,4.0
505,CLI507,1,1,40,1,2,1,0,3,1984,3,92218,22,1.836,30,1,184,0.0
506,CLI508,1,1,63,1,2,2,2,3,1961,1,28816,32,1.658,30,0,248,0.0
507,CLI509,1,0,20,0,3,0,0,2,2004,2,14079,0,2.478,30,0,528,4.0
508,CLI510,1,1,57,1,0,2,1,5,1967,1,29517,17,0.876,30,0,115,0.0
509,CLI511,1,1,57,1,0,2,1,6,1967,1,77948,41,1.443,30,0,578,4.0
510,CLI512,1,0,56,1,0,2,0,4,1968,1,76096,9,1.267,30,0,427,3.0
511,CLI513,0,1,41,1,7,1,1,2,1983,3,113239,45,1.146,50,0,476,3.0
512,CLI514,1,0,40,1,6,1,0,1,1984,3,68924,13,1.307,50,1,168,0.0
513,CLI515,0,0,32,1,3,1,0,3,1992,3,26351,0,1.79,30,0,113,0.0
514,CLI516,1,1,50,1,0,2,1,4,1974,1,117783,17,1.678,80,0,362,0.5
515,CLI517,1,0,67,1,0,2,0,1,1957,1,85437,44,0.74,50,0,243,0.0
516,CLI518,1,1,57,1,7,2,1,4,1967,1,96695,4,0.798,80,0,544,4.0
517,CLI519,0,1,54,1,1,2,0,1,1970,1,81575,4,1.189,50,0,341,0.5
518,CLI520,1,1,44,1,7,2,1,2,1980,1,104006,48,1.951,50,1,104,0.0
519,CLI521,0,0,34,0,3,1,0,5,1990,3,27324,10,1.123,30,0,581,4.0
520,CLI522,1,1,46,0,7,2,0,3,1978,1,50845,13,0.994,30,1,158,0.0
521,CLI523,1,1,56,1,4,2,1,5,1968,1,80666,21,1.482,30,1,101,0.0
522,CLI524,0,0,46,1,3,2,0,1,1978,1,123873,36,15.215,50,1,380,3.0
523,CLI525,1,0,32,1,5,1,0,4,1992,3,24778,20,0.962,30,1,299,0.0
524,CLI526,0,0,36,1,3,1,0,1,1988,3,28988,0,1.813,30,1,198,0.0
525,CLI527,1,0,30,1,3,0,0,3,1994,3,19387,42,1.514,30,0,263,0.0
526,CLI528,0,0,23,0,3,0,0,4,2001,2,19003,24,2.72,30,0,432,3.0
527,CLI529,1,1,39,0,0,1,1,3,1985,3,30332,0,1.054,30,1,266,0.0
528,CLI530,0,0,46,1,5,2,0,1,1978,1,87433,14,1.424,50,1,115,0.0
529,CLI531,0,0,45,1,0,2,0,1,1979,1,43735,45,1.698,50,1,243,0.0
530,CLI532,1,0,43,1,0,2,0,3,1981,3,99287,10,1.928,30,0,550,1.0
531,CLI533,0,0,31,0,5,0,0,1,1993,3,30104,31,1.468,30,1,364,0.5
532,CLI534,0,1,50,1,4,2,1,1,1974,1,83134,37,1.091,50,1,297,0.0
533,CLI535,0,1,67,1,5,2,1,2,1957,1,93005,33,0.974,50,0,308,0.5
534,CLI536,1,1,68,1,0,2,1,4,1956,1,124263,6,0.955,80,0,416,3.0
535,CLI537,1,1,72,1,7,2,1,2,1952,1,54928,34,1.17,50,0,564,4.0
536,CLI538,1,1,50,1,5,2,1,2,1974,1,74599,20,1.482,50,0,486,3.0
537,CLI539,0,1,29,1,4,0,0,2,1995,3,21680,40,1.443,30,0,379,3.0
538,CLI540,0,0,28,1,0,0,0,5,1996,3,24973,10,2.237,30,0,114,0.0
539,CLI541,0,1,50,1,0,2,1,4,1974,1,25789,13,1.072,30,0,367,3.0
540,CLI542,1,1,47,0,2,2,2,4,1977,1,49093,23,1.404,30,1,355,0.5
541,CLI543,1,1,54,1,2,2,2,3,1970,1,110237,10,0.74,80,0,315,0.5
542,CLI544,1,1,61,1,0,2,1,2,1963,1,37614,14,0.603,50,0,589,4.0
543,CLI545,0,0,41,1,0,1,0,1,1983,3,59680,13,1.238,50,0,548,1.0
544,CLI546,1,1,72,1,7,2,2,2,1952,1,46258,0,0.7,50,0,60,0.0
545,CLI547,0,0,35,0,8,1,0,5,1989,3,19417,31,1.537,30,0,514,4.0
546,CLI548,0,0,43,0,4,2,0,3,1981,3,23890,44,0.939,30,0,126,0.0
547,CLI549,0,1,44,1,0,2,1,2,1980,1,86087,1,1.675,50,0,156,0.0
548,CLI550,1,1,79,1,7,2,1,3,1945,0,112958,18,1.17,80,0,200,0.0
549,CLI551,0,0,42,0,1,2,0,1,1982,3,40010,8,1.376,30,0,247,0.0
550,CLI552,1,0,29,0,6,0,0,5,1995,3,20704,5,13.395,30,1,257,0.0
551,CLI553,1,0,33,1,5,1,0,3,1991,3,28786,16,0.824,30,0,136,0.0
552,CLI554,1,1,56,1,1,2,0,1,1968,1,100155,8,1.013,50,1,400,3.0
553,CLI555,1,0,63,1,6,2,0,4,1961,1,40138,44,0.798,30,0,264,0.0
554,CLI556,0,0,34,1,3,1,0,1,1990,3,30112,6,1.1,30,0,522,4.0
555,CLI557,1,0,43,1,0,2,0,1,1981,3,76468,49,1.997,50,1,250,0.0
556,CLI558,0,0,33,0,4,1,0,4,1991,3,25249,48,1.284,30,0,374,3.0
557,CLI559,0,1,47,0,0,2,1,3,1977,1,36106,19,1.58,30,0,381,3.0
558,CLI560,1,0,30,1,3,0,0,1,1994,3,25731,46,1.031,30,0,217,0.0
559,CLI561,0,1,51,0,0,2,1,4,1973,1,103734,38,0.915,30,0,231,0.0
560,CLI562,1,1,47,0,0,2,0,2,1977,1,25968,36,1.561,30,1,393,3.0
561,CLI563,1,1,76,1,8,2,0,1,1948,1,121626,20,1.111,50,0,386,3.0
562,CLI564,1,1,31,0,7,0,1,4,1993,3,31279,21,1.146,30,0,406,3.0
563,CLI565,1,0,47,1,7,2,0,1,1977,1,24629,28,1.111,30,0,100,0.0
564,CLI566,0,0,30,0,3,0,0,5,1994,3,24546,14,1.077,30,0,77,0.0
565,CLI567,0,0,31,1,3,0,0,3,1993,3,26060,8,1.146,30,0,501,4.0
566,CLI568,1,0,36,0,0,1,0,4,1988,3,24679,39,1.606,30,0,229,0.0
567,CLI569,0,0,33,0,4,1,0,1,1991,3,31449,24,1.951,30,1,198,0.0
568,CLI570,1,0,64,0,3,2,0,2,1960,1,90868,38,1.404,120,0,478,3.0
569,CLI571,0,0,42,1,4,2,0,4,1982,3,42383,9,1.537,30,1,199,0.0
570,CLI572,0,0,34,1,0,1,0,4,1990,3,27578,32,1.491,30,0,119,0.0
571,CLI573,1,1,35,0,2,1,1,5,1989,3,31907,29,1.491,30,0,275,0.0
572,CLI574,1,1,50,1,0,2,1,4,1974,1,54168,14,0.661,30,0,399,3.0
573,CLI575,1,1,73,1,0,2,0,3,1951,1,122787,37,1.619,80,1,347,0.5
574,CLI576,0,1,56,1,0,2,1,3,1968,1,68496,4,1.717,80,0,224,0.0
575,CLI577,0,1,65,1,0,2,1,2,1959,1,39180,7,1.639,50,0,399,3.0
576,CLI578,0,0,44,1,4,2,0,1,1980,1,120411,28,2.043,50,0,576,1.0
577,CLI579,1,1,51,1,0,2,1,5,1973,1,102558,20,1.326,30,0,39,0.0
578,CLI580,1,0,22,0,3,0,0,6,2002,2,12266,44,2.996,30,0,259,0.0
579,CLI581,0,1,92,0,8,2,2,2,1932,0,22751,20,1.639,30,0,499,3.0
580,CLI582,0,0,45,1,6,2,0,1,1979,1,112217,10,1.399,50,0,474,1.0
581,CLI583,1,1,56,0,0,2,1,3,1968,1,77602,1,0.642,30,0,412,3.0
582,CLI584,1,1,63,1,7,2,1,5,1961,1,100628,40,0.622,30,1,135,0.0
583,CLI585,0,0,36,0,5,1,0,1,1988,3,30886,30,1.928,30,0,458,3.0
584,CLI586,1,0,28,0,6,0,0,3,1996,3,28251,23,2.34,30,0,401,3.0
585,CLI587,1,1,61,1,0,2,1,3,1963,1,126764,19,1.737,80,0,213,0.0
586,CLI588,0,1,62,1,2,2,2,4,1962,1,37583,34,1.209,30,1,292,0.0
587,CLI589,1,1,85,1,8,2,0,1,1939,0,128626,12,11.305,50,1,276,0.0
